"date","obs_gdp","obs_gdpdeflator","obs_corepce","obs_nominalrate"
"1961-09-30",NaN,NaN,NaN,1.68
"1961-12-31",8.340651561844382,1.3181640412751827,1.0065015646278708,2.4
"1962-03-31",7.406145510775519,2.0900072196002206,1.5087884548406372,2.46
"1962-06-30",4.3890972168579845,0.651921297624547,1.5469386450934097,2.61
"1962-09-30",3.861791393968561,0.8309660307348476,1.257505294256811,2.85
"1962-12-31",1.5580867512796637,0.7842880023037013,0.7117985352046885,2.92
"1963-03-31",4.52185521520696,1.773295013333498,1.3163751629543974,2.97
"1963-06-30",5.309531881030027,0.6677030014825336,1.4418059373123793,2.96
"1963-09-30",8.043838847383022,0.4885080289465993,1.5013142421481218,3.33
"1963-12-31",2.8807394877339743,3.2941197104853215,1.9692243785696784,3.45
"1964-03-31",8.946323348563133,1.2797013107499033,1.7451966730150925,3.46
"1964-06-30",4.837084986784945,0.9666010626349752,1.2479688335752748,3.49
"1964-09-30",5.554557869541776,1.6257150401267184,1.1805500965416549,3.46
"1964-12-31",1.4171890297691725,1.839435010443391,1.0504663312655094,3.58
"1965-03-31",10.234054779512359,2.0286759143969046,1.490201281347825,3.98
"1965-06-30",5.598463279837018,1.7999494239535174,1.23258671807418,4.08
"1965-09-30",8.36098091794948,1.5964303595319418,1.249724483228487,4.08
"1965-12-31",9.783911013957436,2.740528144543064,1.3292994559137128,4.17
"1966-03-31",10.2531770922069,2.6136812554965694,2.0549939937093864,4.56
"1966-06-30",1.6370029349115356,3.3293145771877253,3.298735925490903,4.91
"1966-09-30",2.8759040337813957,3.9460600137157353,3.3759266926740583,5.41
"1966-12-31",3.4740655343076465,3.439465115639284,3.533789512212415,5.56
"1967-03-31",3.7301332655198305,1.6735606248426071,2.237083777808091,4.82
"1967-06-30",0.3439824484048781,2.0397520168455197,2.6902077749430875,3.99
"1967-09-30",3.498499806191946,3.880041428795167,3.6626449641990355,3.89
"1967-12-31",3.266659809270678,4.46607453352319,4.072296771208572,4.17
"1968-03-31",8.366319945587852,4.519755577030837,4.571149246136175,4.79
"1968-06-30",6.929472337980158,4.28604193078943,4.717697001539456,5.98
"1968-09-30",2.9190760708275754,3.999311935709815,4.564757638348516,5.95
"1968-12-31",1.795237678727335,5.781474281206811,4.745770658073667,5.92
"1969-03-31",6.356565484586141,4.217692059378497,4.5177929206515755,6.57
"1969-06-30",1.2868417732981863,5.207833092694258,4.922167331893013,8.33
"1969-09-30",2.535905880480649,5.741371655844496,4.712447796091435,8.98
"1969-12-31",-1.7424769930552753,5.258971478965235,4.805707380943169,8.94
"1970-03-31",-0.7098534500782905,5.756610340043888,4.419626556757716,8.56
"1970-06-30",0.7118847268252626,5.693586847457266,4.606257315309215,7.88
