"date","obs_gdp","obs_gdpdeflator","obs_corepce","obs_nominalrate"
"1970-09-30",3.5995627664998198,3.3189248919395897,4.5359494162873215,6.71
"1970-12-31",-4.059171642029947,5.385176079397369,5.727579764886026,5.57
"1971-03-31",11.152834816160496,6.249529499870254,5.173100347683834,3.86
"1971-06-30",2.2944758574860113,5.373531901017081,4.6411406579554,4.57
"1971-09-30",3.1768329581379318,4.121594822803698,3.8238067776104945,5.48
"1971-12-31",1.17206175710316,3.3627479746823674,2.3196025374000007,4.75
"1972-03-31",7.371366488157327,6.337643041963026,3.8990952294148506,3.55
"1972-06-30",9.594753334929251,2.4714947406569987,2.758682725821293,4.3
"1972-09-30",3.729291505746102,3.8090221893288145,3.0494600464514576,4.74
"1972-12-31",6.810241044576126,5.175778192287406,2.541484234980973,5.15
"1973-03-31",10.214538351519131,4.733677761157629,2.8303890348799765,6.54
"1973-06-30",4.608405926781622,6.23557462658515,5.5821503273168815,7.82
"1973-09-30",-2.149305591271966,7.852046925825573,5.425126357998411,10.56
"1973-12-31",3.7870658075440433,8.195577627605966,5.7010022217140355,10.0
"1974-03-31",-3.2884396229927226,7.827750632059405,7.034771445367083,9.33
"1974-06-30",1.057788903354706,9.854560970416548,10.31855860553721,11.25
"1974-09-30",-3.8220752357093435,12.111464121557969,11.95819530631248,12.1
"1974-12-31",-1.5892026585584418,12.310325987807747,10.144915763253204,9.34
"1975-03-31",-4.737869486784241,9.375976955419695,8.087635313279185,6.31
"1975-06-30",3.115313955571919,6.12248216258382,6.263453861794188,5.42
"1975-09-30",6.778415513424529,7.314404051093426,6.153117811531672,6.16
"1975-12-31",5.501272910488542,6.836965805199213,6.672524067957508,5.41
"1976-03-31",9.343221679270485,4.2221940638455635,6.228127401517725,4.83
"1976-06-30",3.0496644182643307,4.1272995937641,4.873723943710329,5.2
"1976-09-30",2.05951780635496,5.258696408315133,6.397201132655317,5.28
"1976-12-31",3.027510065385708,7.281620290519308,6.386379776974871,4.87
"1977-03-31",4.740155306159721,6.5919714550888076,6.830331369747489,4.66
"1977-06-30",8.089789512359303,5.730523973911894,6.267688241984981,5.16
"1977-09-30",7.258296756222138,5.01694794450791,6.845227271025611,5.82
"1977-12-31",0.04328701980593763,8.974396937131623,6.007380135998086,6.51
"1978-03-31",1.3983110840932067,6.095272100044746,6.511414451130526,6.76
"1978-06-30",16.488447014568088,7.5200949237576475,7.13367336990538,7.28
"1978-09-30",3.9666651459888014,6.8611544237201505,7.066422377473636,8.09
"1978-12-31",5.4760715752298905,8.67771242573896,7.375250146196866,9.58
"1979-03-31",0.7989881902373375,7.343290806539637,5.533397839212317,10.07
"1979-06-30",0.4807863824983105,10.033610206808197,9.058706253655725,10.18
"1979-09-30",2.901033349666915,8.822795566302744,7.556516336742569,10.94
"1979-12-31",1.0406530295469674,8.219500923027256,8.575803699938223,13.58
"1980-03-31",1.3034674634438081,8.580072961843154,10.098496396874168,15.07
"1980-06-30",-7.871973183638515,9.075774928989834,9.233137588749596,12.67
"1980-09-30",-0.6034289203090903,9.528161198736896,9.175331751607253,9.82
"1980-12-31",7.620573407234432,11.518109376702013,10.081290892705308,15.85
"1981-03-31",8.540253970953238,10.370531307589182,9.171075857478206,16.6
"1981-06-30",-2.8861422049655583,7.714258656778372,7.726171131119441,17.79
"1981-09-30",4.666221937862547,7.39272363856367,7.525242083841621,17.59
"1981-12-31",-4.586241750476161,7.707214251566863,7.252549904683336,13.59
"1982-03-31",-6.52462376674835,5.7180156245971725,5.912021455408878,14.21
"1982-06-30",2.195711059839689,4.905690911990757,5.484382942409249,14.51
"1982-09-30",-1.4350530318358645,5.886854967850685,6.5418142507987165,11.01
"1982-12-31",0.3970583834153718,4.5131387522149735,5.729521038181273,9.28
"1983-03-31",5.341082917636819,3.2708941947936276,5.558700270344263,8.66
"1983-06-30",9.447034891429173,2.7342323582599137,3.1410715835781033,8.8
"1983-09-30",8.060612121278288,4.25667695488996,6.233114980800392,9.46
"1983-12-31",8.507082915204611,2.9756186067640744,3.2474722582087834,9.43
"1984-03-31",8.190581076808012,4.325245349799722,4.085077357003852,9.69
"1984-06-30",7.213471923306547,3.4079151983688494,4.773098735619552,10.55
"1984-09-30",3.9942937555431435,3.282681253268116,3.822331382437971,11.39
"1984-12-31",3.225366988028111,2.7127432521327988,2.905905539207221,9.26
"1985-03-31",4.035516860084298,4.680635527747001,5.651034798562282,8.48
"1985-06-30",3.7163697929889272,2.4982114599630734,3.6701408963303983,7.92
"1985-09-30",6.3691680919408356,2.3400125740388633,4.232983128413448,7.9
"1985-12-31",3.0317709088468536,2.3334929284981154,2.839959892290511,8.1
"1986-03-31",3.7605726424481123,1.9680122137185618,4.416891408470658,7.83
"1986-06-30",1.8512679275751287,1.609067447879875,2.677200369923538,6.92
"1986-09-30",4.084644917883518,1.6234696326266507,2.680276348765198,6.21
"1986-12-31",2.084365540093769,2.2482655885457836,3.2373280766318624,6.27
"1987-03-31",2.830467175438134,2.935900367239719,2.5177556552762104,6.22
"1987-06-30",4.563341528126363,2.707688280070375,3.8701188591540037,6.65
"1987-09-30",3.677252194065983,2.936020409298634,3.5881721536421773,6.84
"1987-12-31",6.772667388018605,3.350771572311273,4.190779100452269,6.92
"1988-03-31",2.2688107344964736,3.180879557441152,3.853094264091683,6.67
"1988-06-30",5.38902854438752,3.9225402182196945,4.938889549160752,7.15
"1988-09-30",2.3305932960547615,4.795669872639907,4.687787003818955,7.98
"1988-12-31",5.40269149320336,3.2460159779050146,4.49056734777995,8.47
"1989-03-31",4.091709849656033,4.4701813789031375,4.299550609023206,9.45
"1989-06-30",3.184148060548875,4.199898114026723,3.608212135171507,9.73
"1989-09-30",3.0227967529001587,2.9285023026482726,2.908005310696571,9.08
"1989-12-31",0.847422159580713,2.812460433343711,3.680599027432918,8.61
"1990-03-31",4.449019965990253,4.490005881103376,4.5803847405710085,8.25
"1990-06-30",1.5601923677788454,4.189340428082788,4.497887414729718,8.24
"1990-09-30",0.09873309347676607,3.6199866766982502,4.036412018941826,8.16
"1990-12-31",-3.367925044894726,3.0622338014012263,3.3576190945467266,7.74
"1991-03-31",-1.860871524317187,4.04687193133817,3.441876954814904,6.43
"1991-06-30",3.136700906891221,2.769312906338417,3.049865430388432,5.86
"1991-09-30",1.9331246744283215,2.970102585777612,3.6309817241127584,5.65
"1991-12-31",1.7578702407534452,2.177250380341178,3.143302404730952,4.82
"1992-03-31",4.81268770573775,1.7284210807900102,3.0389506184631543,4.02
"1992-06-30",4.484472075075185,2.575186210197966,2.8463993869716875,3.77
"1992-09-30",3.9415516135161033,1.9173675201703322,2.3893445122879164,3.26
"1992-12-31",4.071428922731091,2.731037458648622,2.9936483288387272,3.03
"1993-03-31",0.7463286093962962,2.2947355044692808,2.7775555739125046,3.04
"1993-06-30",2.4026334366118896,2.452196500722814,3.0830669735132155,3.0
"1993-09-30",1.9636741142515568,2.431602142323297,2.2636647159806955,3.06
"1993-12-31",5.445507786375581,2.1026148952911106,2.06730889309068,2.99
"1994-03-31",3.982805113099741,1.9522815694512197,1.8045738441544223,3.21
"1994-06-30",5.579291176480705,2.0093373863639297,2.711782781568073,3.94
"1994-09-30",2.378511009928652,2.1815186868067826,2.235552068847757,4.49
"1994-12-31",4.62036509546373,2.219153949553032,2.048783633194806,5.17
"1995-03-31",1.3746987920918885,2.316291644093882,2.0646095331197323,5.8
"1995-06-30",1.4029107480515668,1.7709283986968138,2.3155842690683714,6.02
"1995-09-30",3.4716904241199664,1.9142446447201866,1.8812099463042742,5.8
"1995-12-31",2.8703477192634885,1.9857663837719697,2.0222897109639204,5.72
"1996-03-31",2.6475926372669267,2.1847967002034174,1.6062604671510439,5.37
"1996-06-30",7.171149833457302,1.529568625022737,1.8811290448278895,5.24
"1996-09-30",3.750885485963784,1.1332818011533297,1.8417539708587727,5.31
"1996-12-31",4.291045153349904,2.04736580771796,2.275201782550984,5.28
"1997-03-31",3.0831457002896245,2.506108146308317,1.5761222110539874,5.28
"1997-06-30",6.1753077246214705,1.0862156660959688,2.077204273062905,5.52
"1997-09-30",5.191274953618752,1.4359274468022987,0.9051450600442656,5.53
"1997-12-31",3.1388660167648297,1.3376880281420256,1.2551269022529565,5.51
"1998-03-31",4.01528151347692,0.654704155901098,1.1127005455359162,5.52
"1998-06-30",3.9381494343403656,0.8380449118090549,1.2181204503171505,5.5
"1998-09-30",5.339465728672366,1.5029259027750541,1.4014756973605103,5.53
"1998-12-31",6.725560794501617,1.2568141452075299,1.2297937662612668,4.86
"1999-03-31",3.232622733588264,2.014332588159018,1.2993557931107125,4.73
"1999-06-30",3.3420771136109417,1.3480658370297327,1.2464157236817597,4.75
"1999-09-30",5.1295356487292,1.4548419249995392,1.3786144583142645,5.1
"1999-12-31",7.126449495237419,1.8434893841142719,1.8301078543794036,5.3
"2000-03-31",1.1655492385084454,3.094355246380065,2.2240361183920365,5.68
"2000-06-30",7.76848614997494,2.2863888515298747,1.3169332449412874,6.27
"2000-09-30",0.48385140197604315,2.6177177628359027,1.8393390137673382,6.52
"2000-12-31",2.295108481149022,2.1645911094253067,1.9408041262743092,6.47
"2001-03-31",-1.1327441782999381,2.5373214864449656,2.2838523918695453,5.6
"2001-06-30",2.1353886276579193,2.8551741832135713,1.5662621118273545,4.33
"2001-09-30",-1.2579041319842665,1.3158981726386854,1.1473361915537827,3.5
"2001-12-31",1.1159516813776138,1.215413371140861,2.048475568309094,2.13
"2002-03-31",3.7332368716943343,1.288427957889926,1.1475387270352577,1.73
"2002-06-30",2.222150866499728,1.4995364800187705,2.3590696653396748,1.75
"2002-09-30",1.9652378637468715,1.7947205048279624,2.0852172234222532,1.74
"2002-12-31",0.2543953533342913,2.182206945000287,1.3977496883893714,1.44
"2003-03-31",2.0852974955643866,2.4887154643888243,0.9771488810480067,1.25
"2003-06-30",3.766190996988761,1.2872218272382163,1.457965095667757,1.25
"2003-09-30",6.869186317008968,2.2346679343708598,1.6302350784943576,1.02
"2003-12-31",4.760546925666231,1.9092097783059314,1.4060013520789116,1.0
"2004-03-31",2.3181166813822873,3.5355005005934803,2.184272062096815,1.0
"2004-06-30",2.9641680922411817,3.527823182060552,2.4481251154720773,1.01
"2004-09-30",3.68462364478761,2.4847063558070204,1.8543863290870988,1.43
"2004-12-31",3.5041318661124032,2.83431540852801,1.8859469744373136,1.95
"2005-03-31",4.334851318018806,3.7564348127640645,2.5799711344116183,2.47
"2005-06-30",2.102083220560913,2.9366298804446744,2.1475391480528794,2.94
"2005-09-30",3.403908388761945,3.7931090071157136,1.6754883829843248,3.46
"2005-12-31",2.3043587617363137,3.069374342103881,2.640036001691426,3.98
"2006-03-31",4.8938454496033845,3.182291644614099,2.052387138661138,4.45
"2006-06-30",1.1992712636316627,3.2575727208497884,2.7222056011841467,4.91
"2006-09-30",0.3577922205350692,2.8204303610293247,2.1612891256643785,5.25
"2006-12-31",3.1678393895633095,1.4058202877126558,1.6973974407904935,5.24
"2007-03-31",0.24760618162622539,4.570990779623085,2.8745147339451105,5.25
"2007-06-30",3.097418192879142,2.2535737770359443,1.4173723505997993,5.25
"2007-09-30",2.7180829043620625,1.3941468452038475,1.9789599258829504,5.07
"2007-12-31",1.433619305215128,1.7544618299513814,2.7287968412057495,4.5
"2008-03-31",-2.7032001392629845,2.3064252700107923,2.3263370301558783,3.18
"2008-06-30",2.001550977103883,1.959092108900462,2.0314232272881094,2.08
"2008-09-30",-1.9023423072003443,2.767804911034255,1.819730157170385,1.94
"2008-12-31",-8.190420186435066,0.5710824018630101,0.3999974808144069,0.51
"2009-03-31",-5.427373095110255,0.9935113743897883,0.4764251546824916,0.18
"2009-06-30",-0.5410147912995766,-0.665916688382151,1.9626341283976778,0.18
"2009-09-30",1.314524729207589,-0.08806340031431992,1.1304493593701004,0.15
"2009-12-31",3.93097090215615,1.190786351335138,2.101631333574505,0.12
"2010-03-31",1.7411668869047103,1.4170866005301486,1.0252490598292585,0.13
"2010-06-30",3.9189877817370267,1.7865821820076677,1.0625768002473501,0.19
"2010-09-30",2.730863221175861,1.83886726101532,0.9840707620021316,0.19
"2010-12-31",2.5439602716829324,2.0665195999373998,0.8109336209453089,0.19
"2011-03-31",-1.5354609142863795,1.7773130015298344,1.36082068466703,0.15
"2011-06-30",2.9385332059088,2.9460906265585507,2.450267715985177,0.09
"2011-09-30",0.8465399802024987,2.437993817307471,2.031020230319891,0.08
"2011-12-31",4.581770845841371,0.5755964457367035,1.6078981566479467,0.07
"2012-03-31",2.67758290679343,2.1300304864916297,2.2560447834835573,0.1
"2012-06-30",1.8834859427969919,1.8389791351293594,1.8883283471593515,0.15
"2012-09-30",0.4768918476264705,2.1710041958228565,1.2410458235511124,0.14
"2012-12-31",0.09170245933625143,1.6286884776837152,1.7306562046042195,0.16
"2013-03-31",2.826360742437317,1.5724103741028062,1.6540019054231525,0.14
"2013-06-30",0.7705657134131183,0.8338200941374163,1.1429052138107298,0.12
"2013-09-30",3.120555593436114,1.9432508120305059,1.3946447361087966,0.09
"2013-12-31",3.9586555772457066,2.07793092328159,1.7737591586960866,0.09
"2014-03-31",-0.914514728393101,1.671530814970712,1.5462830915307535,0.07
"2014-06-30",4.599479152796793,2.2729440567914816,1.9518028356934058,0.09
"2014-09-30",5.21285004717249,1.8341432184856954,1.5703747503599708,0.09
"2014-12-31",2.0135953595936673,0.5800810861512407,1.116514973518079,0.1
"2015-03-31",3.2386287946198022,-0.06948666462384123,0.8610644412197388,0.11
"2015-06-30",2.744245701087089,2.176218974905364,1.6755615016793346,0.13
"2015-09-30",1.630654025172884,1.3532968483897179,1.5315094841938937,0.13
"2015-12-31",0.48308401543464274,0.8258593408802417,1.2493265284799326,0.16
"2016-03-31",0.5814852739349563,0.2499783672837097,2.1363263674152533,0.36
"2016-06-30",2.2385787415434732,2.4346061460336355,1.9817789983380907,0.37
"2016-09-30",2.7796511263219026,1.3696883655595071,2.0048775011324516,0.39
"2016-12-31",1.7565495911058493,2.0290909562091564,1.3459221129293875,0.45
"2017-03-31",1.236614818675097,1.9971365550876863,1.8180536306903416,0.7
"2017-06-30",3.0591076593244892,1.0078133416033142,0.9161783078321495,0.95
"2017-09-30",2.9909680589976118,2.143911696681311,1.317974607756911,1.15
