"date","obs_gdp","obs_hours","obs_wages","obs_gdpdeflator","obs_nominalrate","obs_consumption","obs_investment","obs_spread","obs_longinflation"
"1959-09-30",-0.6014769374033335,NaN,0.18891709491418718,0.4110586190384069,0.8925,0.8530083308702752,0.443529921706709,0.15500000000000003,NaN
"1959-12-31",0.025101698875662493,NaN,0.5713312700993622,0.3863569088217389,0.9975,-0.12292001344009762,-1.9844491680066412,0.17249999999999988,NaN
"1960-03-31",2.044098211252088,NaN,1.9143008010750973,0.20123623292418458,0.9825,0.5610641876828915,2.9333783492713206,0.20499999999999985,NaN
"1960-06-30",-0.8494110865768789,NaN,0.2798602670311623,0.3612078576803679,0.925,1.1597679630379387,-3.278473633343082,0.24750000000000005,NaN
"1960-09-30",-0.20951902362702501,NaN,0.1609739888825179,0.4511071175973047,0.735,-0.787819510034371,-3.5734942391766333,0.3174999999999999,NaN
"1960-12-31",-1.7261648622447723,NaN,-0.014162914724669129,0.44908127657485863,0.575,-0.2040191162866023,-1.5164155337706875,0.3024999999999999,NaN
"1961-03-31",0.41952923005297293,NaN,0.7631224469567877,0.11337226995191685,0.4975,-0.3271319864555533,-1.7533575182506533,0.3174999999999999,NaN
"1961-06-30",1.505714733667296,NaN,1.1699317575332713,0.20940045570028154,0.4325,0.8151684487699873,1.1195335526504424,0.3074999999999999,NaN
"1961-09-30",1.3318959960341603,NaN,0.5285500215792438,0.2202457476502495,0.42,0.19083070304333205,1.3551234101179421,0.2825000000000001,NaN
"1961-12-31",1.7261289726894447,NaN,0.4946401081573515,0.23664649312902242,0.6,1.4597370408038213,3.0376546565803464,0.28500000000000003,NaN
"1962-03-31",1.4292686995655668,NaN,1.0709204387646776,0.505221687642532,0.615,0.5168953837145773,0.7028769831093351,0.26,NaN
"1962-06-30",0.5917129543379529,NaN,0.3939624335572711,0.2739957539356297,0.6525,0.9257244963786881,2.9409166322412528,0.2849999999999999,NaN
"1962-09-30",0.5473535066840451,NaN,0.4640694046620042,0.23425745555685218,0.7125,0.5199703513689924,0.6432141431579108,0.2649999999999999,NaN
"1962-12-31",-0.02620895752476482,NaN,0.6783785536217724,0.23370997227267765,0.73,1.1412813729101412,-1.2310893469051898,0.265,NaN
"1963-03-31",0.6814200556812144,NaN,0.49562546228030246,0.4879140307015639,0.7425,0.20410300469242415,0.007525112976680681,0.2499999999999999,NaN
"1963-06-30",1.005558938877682,NaN,0.433409638151383,0.07740366395196929,0.74,0.6292784648285643,3.9101732214481877,0.22249999999999992,NaN
"1963-09-30",1.579266861149775,NaN,0.9144336754111082,0.09943104172225325,0.8325,1.285660750923756,1.4034617336274202,0.2024999999999999,NaN
"1963-12-31",0.48795723362806687,NaN,0.4929627712315865,0.6548739800555481,0.8625,0.125601745775894,2.4005254248644414,0.17999999999999994,NaN
"1964-03-31",1.7050819499330405,-44.1261916806125,-0.45535422460994956,0.3777618026047591,0.865,1.419056816922759,0.6967866081540763,0.1625000000000001,NaN
"1964-06-30",0.7447107549862553,-43.102168391593985,0.8026944690934901,0.300095710142223,0.8725,1.1749561215465443,0.09634363400162771,0.16249999999999987,NaN
"1964-09-30",0.8787888219253359,-43.62441715853351,0.8075191526519143,0.49997386906444063,0.865,1.1147947785295376,0.652598169869989,0.15749999999999997,NaN
"1964-12-31",0.00519070377011932,-43.15209681442397,0.30605462216498625,0.4273395192393892,0.895,-0.3843522531425947,0.48942947506908085,0.15999999999999992,NaN
"1965-03-31",2.1329748745383625,-42.58545336959247,-0.03409121261694903,0.4308958514530836,0.995,1.6905763293328713,5.112647318421503,0.14749999999999996,NaN
"1965-06-30",0.9731909658488247,-42.21126128174901,0.21088682202249354,0.4611515491812934,1.02,0.6852228859303366,2.242530477164717,0.15250000000000008,NaN
"1965-09-30",1.5710954833832336,-42.43778237416379,0.5985047670785559,0.45903469981758427,1.02,1.1742932606171985,1.7727607566458858,0.15999999999999992,NaN
"1965-12-31",1.988211203836343,-41.91306598826516,0.8247857767357814,0.6475950229241079,1.0425,2.0271658712091023,1.9808057779659438,0.125,NaN
"1966-03-31",2.098413544494271,-41.549406217717724,1.0942243043643995,0.6118807992296027,1.14,1.2071516531125592,2.1966917978835987,0.10000000000000009,NaN
"1966-06-30",-0.05815444602566,-41.8617953578846,0.671577268649759,0.9056468129712503,1.2275,-0.3229970885027411,-0.2142883340863211,0.1775,NaN
"1966-09-30",0.41379061356046076,-41.5641693591404,0.5422329929727687,0.8820229434207238,1.3525,0.629940577747834,-1.8845368319880151,0.1825000000000001,NaN
"1966-12-31",0.4961722233217891,-41.69319107790045,0.5277613347467347,0.8179689097457032,1.39,-0.18561871199440638,-3.6388521166366594,0.2849999999999999,NaN
"1967-03-31",0.5206352366972755,-42.72146111438816,0.9182434879046353,0.41924495172023235,1.205,0.13463808175424585,-2.3745432731274607,0.32499999999999996,NaN
"1967-06-30",-0.4017054697957434,-43.062184183455656,1.0187752847744203,0.5951641547659037,0.9975,0.8292589629423031,2.022943376067221,0.29000000000000004,NaN
"1967-09-30",0.5129583963455309,-42.507978554248304,0.4518889569300355,0.893697094609136,0.9725,0.026142781185956032,0.6624672450215141,0.27,NaN
"1967-12-31",0.3931289032944818,-42.51477311630155,0.25631793622802324,1.0898473117669116,1.0425,-0.13565518734854898,2.3921248712073906,0.27,NaN
"1968-03-31",1.6040047961832338,-43.35120818151375,1.5691824218879935,1.08793477367648,1.1975,1.78977040466064,2.4024539413099566,0.30499999999999994,NaN
