"date","obs_gdp","obs_hours","obs_wages","obs_gdpdeflator","obs_nominalrate","obs_consumption","obs_investment"
"1959-09-30",-0.4291641682677927,NaN,0.6017424856252451,0.13086152358203762,0.8925,1.20424866147113,1.1013862294393384
"1959-12-31",0.11213246461618809,NaN,1.0577405171197651,0.39156021313693223,0.9975,-0.08908490864154572,-2.0314361869218756
"1960-03-31",1.4810755250080687,NaN,1.7020362059815164,0.43327624107538654,0.9825,-0.03736663469604551,2.41960658036966
"1960-06-30",-0.8976873161671728,NaN,0.3134072632248852,0.38835000263977015,0.925,1.1167193423543775,-2.616702825594386
"1960-09-30",-0.19907377380570246,NaN,-0.42973852125462453,0.4297385212546079,0.735,-0.7788025952648603,-3.5396648976671496
"1960-12-31",-1.6623652168171077,NaN,0.35440084347292955,0.3424660881364172,0.575,-0.09497971804148797,-1.234146529095348
"1961-03-31",0.2207492942281064,NaN,1.1658849603703225,0.2134472528632525,0.4975,-0.39884311137079465,-2.0794687423385305
"1961-06-30",1.4463869185660005,NaN,0.4270597410709842,0.2555367659689889,0.4325,0.8710368201695129,0.9236851026049431
"1961-09-30",1.4464305119341159,NaN,0.46551907539711945,0.21244962314077576,0.42,0.32819325844686276,1.7577513799204914
"1961-12-31",1.8824460675135102,NaN,1.045628791671016,0.2966732415430329,0.6,1.6190351011246662,2.802247596213059
"1962-03-31",1.5672860933352517,NaN,0.8179787468186872,0.5065439281833672,0.615,0.6381459000710521,1.6164790886032954
"1962-06-30",0.6750335757762294,NaN,0.40342705280378977,0.25231300181212113,0.6525,1.054404043257362,2.3429702912331374
"1962-09-30",0.5020730786987171,NaN,0.399790116922627,0.251677985196741,0.7125,0.41957798893186293,0.13915341781225443
"1962-12-31",-0.3472461898413215,NaN,0.9975145056819512,0.29282597790887266,0.73,0.85492517565946,-1.4594806828528872
"1963-03-31",0.8165510948512145,NaN,1.0235895559311259,0.25031302181184323,0.7425,0.1707225398835721,0.3464757871571633
"1963-06-30",0.7108143802382338,NaN,-0.2912421447034963,0.2912421447034852,0.74,0.41628806073665814,3.5073963292843624
"1963-09-30",1.4552221935525411,NaN,1.050366214285603,0.20751200640041212,0.8325,1.2098062896618966,1.544463578594768
"1963-12-31",0.32396234120042333,NaN,0.5399148843460655,0.7023371155096214,0.8625,0.0844869913743107,2.198033811895783
"1964-03-31",1.9223148197462736,-44.27329752087755,0.9802986077296572,0.24671065145178694,0.865,1.7079189729106492,2.7593298956257284
"1964-06-30",0.7309380923059772,-43.27199355399589,0.9660325656075219,0.24610348762696965,0.8725,1.2834023046061294,-0.015848031424026132
"1964-09-30",0.7467862492540389,-43.84902338674517,0.7479964383573623,0.4496226663142089,0.865,1.2761067543818783,0.7795434151769642
"1964-12-31",-0.05036830136426751,-43.44169399350962,0.10527079225060021,0.48820275973082694,0.895,-0.33070947358706526,0.906759671939783
"1965-03-31",2.047029250634025,-42.919091627935565,0.06376172912394007,0.5262104835949355,0.995,1.6195752664754481,3.500810064487103
"1965-06-30",0.9467407482656176,-42.5767482342936,0.14340950826875476,0.44310243697105456,1.02,0.8098250443480781,2.102754931130102
"1965-09-30",1.4914395374839629,-42.76192134152586,0.6416560976570007,0.5211477018549182,1.02,1.271301695009508,1.9223142980139274
"1965-12-31",2.1113392343032,-42.197475786078144,0.5117315168038206,0.6377064257696574,1.0425,2.175935129385431,2.436723597157342
"1966-03-31",2.1410313750617638,-41.72742713385973,1.105578823982023,0.5941788128751124,1.14,1.3869418638965625,2.2625030500421417
"1966-06-30",0.11909639830431917,-41.94296494116606,0.8453846996323566,0.8259633977417025,1.2275,-0.031617400391792394,-0.7650328344183777
"1966-09-30",0.4302630064147328,-41.54981461885834,0.08565329357343998,1.0132588639860884,1.3525,0.632221190701765,-1.3835157957444721
"1966-12-31",0.5007091188586443,-41.59202511192864,0.7381867680674448,0.8878653191105812,1.39,-0.04135433307264069,-3.2533499975796687
"1967-03-31",0.4887655765581256,-42.56112946155334,1.1399106234724288,0.4601235111716395,1.205,0.17931434514604216,-2.724843448448011
"1967-06-30",-0.31485574627108104,-42.87824845834092,0.4044026130862244,0.6482386856125455,0.9975,0.8526008496072102,2.0365114376397653
"1967-09-30",0.2887529469015382,-42.41148056426673,0.4622610281245998,1.0962120735451997,0.9725,-0.11757367166547184,0.0335552706652642
"1967-12-31",0.29138696623165483,-42.458344974668414,0.41304988545204924,1.121507082013995,1.0425,-0.1250742879938871,2.734353630957509
"1968-03-31",1.4388353480012217,-43.26217068782899,1.8543984116437318,1.1458266187361676,1.1975,1.915789516322275,1.8144910143905735
"1968-06-30",1.371245916107,-42.47912864241875,0.4432440365794432,1.0237749381999617,1.495,1.1454761832657478,-0.9708153938620123
"1968-09-30",0.31680314490598604,-42.423945058423904,0.5044545159940572,0.9413538015289102,1.4875,1.4846677836306776,0.7384468728390825
"1968-12-31",-0.001016882145910003,-42.906659931942876,1.0396536307019755,1.324522675002049,1.48,-0.3345344529781302,2.9078683881297307
"1969-03-31",1.0432347543105402,-42.486054375190434,-0.02535108801019481,0.9555903542415756,1.6425,0.5347000383449041,2.6732474019397157
"1969-06-30",-0.13915753384223795,-42.325498730789334,0.644423616187817,1.1904902506318482,2.0825,0.18703288144461538,-0.13633031846250754
"1969-09-30",0.13695887533378137,-42.049962843752034,0.3848577726817626,1.4169927775860458,2.245,-0.22336885105227466,0.543261454330346
"1969-12-31",-1.0029786968211996,-42.260300057506136,0.5082188911611607,1.2617388187789569,2.235,0.18956234400322458,-3.1711556932426666
