"date","obs_gdp","obs_hours","obs_wages","obs_gdpdeflator","obs_corepce","obs_nominalrate","obs_consumption","obs_investment","obs_spread","obs_longinflation","obs_longrate","obs_tfp","obs_gdi","obs_nominalrate1","obs_nominalrate2","obs_nominalrate3","obs_nominalrate4","obs_nominalrate5","obs_nominalrate6"
"1959-09-30",-0.5986957468123055,NaN,0.17210813228083488,0.4168602609046612,0.6532290375282912,0.8925,0.8434084279970611,0.5416522361322507,0.15500000000000003,NaN,NaN,NaN,-1.2277526736815148,NaN,NaN,NaN,NaN,NaN,NaN
"1959-12-31",0.020183814857799298,NaN,0.5746894490832655,0.3863569088217389,0.5708864220320464,0.9975,-0.10556727352508677,-1.7236309198459643,0.17249999999999988,NaN,NaN,NaN,0.32570615273179726,NaN,NaN,NaN,NaN,NaN,NaN
"1960-03-31",2.0453481686730557,NaN,1.9273496229795684,0.19549224257251474,0.32317407076414284,0.9825,0.5118198953279363,2.8936224575402236,0.20499999999999985,NaN,NaN,NaN,2.0463222123908498,NaN,NaN,NaN,NaN,NaN,NaN
"1960-06-30",-0.8459517306018682,NaN,0.27629940823401533,0.36695184803203773,0.37756846631213925,0.925,1.05437033339022,-2.3903385842373504,0.24750000000000005,NaN,NaN,NaN,-0.5147444418546199,NaN,NaN,NaN,NaN,NaN,NaN
"1960-09-30",-0.2065719769483998,NaN,0.15624676608928523,0.4454095988651652,0.40926997009465005,0.735,-0.8428721107948123,-2.981561145980771,0.3174999999999999,NaN,NaN,NaN,-0.46433708455788647,NaN,NaN,NaN,NaN,NaN,NaN
"1960-12-31",-1.7171543456492744,NaN,-0.01266992686876911,0.4491068064226056,0.33061524494826244,0.575,-0.24586512456399312,-1.1817445209958755,0.3024999999999999,NaN,NaN,NaN,-1.0539589810829808,NaN,NaN,NaN,NaN,NaN,NaN
"1961-03-31",0.398043612957677,NaN,0.7481564186625378,0.11904425883630942,0.1648986247341444,0.4975,-0.30586173949254114,-1.5914687553700402,0.3174999999999999,NaN,NaN,NaN,-0.04564614486255447,NaN,NaN,NaN,NaN,NaN,NaN
"1961-06-30",1.5093084964843184,NaN,1.186996560742315,0.20940045570028154,0.33445764105124454,0.4325,0.8766703581711166,1.1403062323285251,0.3074999999999999,NaN,NaN,NaN,1.3428415406317784,NaN,NaN,NaN,NaN,NaN,NaN
"1961-09-30",1.332350435933538,NaN,0.5190171476877059,0.2202457476502495,0.44239401461467764,0.42,0.29205527538997966,1.814390731188098,0.2825000000000001,NaN,NaN,NaN,1.260286343868855,NaN,NaN,NaN,NaN,NaN,NaN
"1961-12-31",1.7269304351327674,NaN,0.4852045720087572,0.23664649312902242,0.2449314056158336,0.6,1.4739816043851217,2.4336014815642404,0.28500000000000003,NaN,NaN,NaN,2.0697551458775276,NaN,NaN,NaN,NaN,NaN,NaN
"1962-03-31",1.437427739120145,NaN,1.0765440615335242,0.505221687642532,0.3798159747788965,0.615,0.6284807851559826,1.1761577135816381,0.26,NaN,NaN,NaN,0.8246709158512999,NaN,NaN,NaN,NaN,NaN,NaN
