date,obs_gdp,obs_hours,obs_wages,obs_gdpdeflator,obs_nominalrate,obs_consumption,obs_investment,obs_longinflation
1959-09-30,-0.43264240362388406,NaN,0.48563517524539135,0.23638962210332792,0.8925,1.0226649874195637,0.9799255732967138,NaN
1959-12-31,-0.027252106290132083,NaN,1.0102554901833594,0.41834023456428504,0.9975,-0.13842172550431187,-1.9797953825669623,NaN
1960-03-31,1.8283902628752013,NaN,1.6696312457789186,0.43570967400428096,0.9825,0.30123871537708347,2.7213480075901852,NaN
1960-06-30,-0.8691878748084525,NaN,-0.34815821504036726,0.3481582150403728,0.925,1.0414459024659983,-2.5307622313818667,NaN
1960-09-30,-0.21727055672795537,NaN,0.3118879627226345,0.3801563217347592,0.735,-0.7480774902451692,-3.53155738958959,NaN
1960-12-31,-1.6678019611543027,NaN,0.3936575970387546,0.2936303317374378,0.575,-0.09120700470610643,-1.33497894602439,NaN
1961-03-31,0.23407812181879262,NaN,0.46529754109660426,0.21729896594337994,0.4975,-0.4344850385096688,-2.0834929327153917,NaN
1961-06-30,1.5023564694470748,NaN,1.13925276763297,0.21211914903931373,0.4325,0.9025562884928728,1.0564003616573725,NaN
1961-09-30,1.2340614339242384,NaN,0.35860237428921304,0.3102964407904363,0.42,0.17201667398563103,1.5942478826299622,NaN
1961-12-31,1.6513801432973763,NaN,0.3270435763910895,0.3374106954757927,0.6,1.4008924053073635,2.544092812343446,NaN
1962-03-31,1.414870245280908,NaN,1.3795334741636966,0.5877430857067711,0.615,0.5448749271800946,1.3189162958109124,NaN
1962-06-30,0.722720492241824,NaN,0.49853180610382464,0.14871964445792862,0.6525,1.0430002826942175,2.557634359061467,NaN
1962-09-30,0.5453354397361609,NaN,0.4018903447320532,0.2411986882969952,0.7125,0.46004653108060456,0.11074067128120646,NaN
1962-12-31,-0.13122368659106431,NaN,0.3244414128059314,0.3145383970711624,0.73,0.9949199290699706,-1.2924894565213174,NaN
1963-03-31,0.9202584713364104,NaN,1.039798765206018,0.22604092198634795,0.7425,0.3630044051109893,0.6014921056001432,NaN
1963-06-30,0.8754905122649426,NaN,0.4290189162009572,0.1979423851585782,0.74,0.5129225096582424,3.7559286510922885,NaN
1963-09-30,1.481681392603229,NaN,0.4255036278809854,0.1975513471826229,0.8325,1.2552117044006827,1.6901977698499326,NaN
1963-12-31,0.404192785612123,NaN,0.4892498773724774,0.7453337048574316,0.8625,0.087465980786261,2.1814680838021516,NaN
1964-03-31,1.8368058606168525,-44.646053039519785,-0.2956765180930465,0.2956765180930798,0.865,1.75455334573964,2.7353375497771726,NaN
1964-06-30,0.7711307630667408,-43.36128449366508,0.9609592685676627,0.2585680408141666,0.8725,1.3436030501652985,-0.008883333578690866,NaN
1964-09-30,0.9911623604846875,-43.88419853755058,0.811461879616604,0.3933719720008,0.865,1.3871443987686138,0.9843180251123629,NaN
1964-12-31,-0.11236053729131168,-43.66925802676879,0.10185475963107593,0.4951619390193507,0.895,-0.24884033249097381,0.9536499964955869,NaN
1965-03-31,2.051513615433742,-43.10126309055576,0.0873474631603699,0.5061260888210573,0.995,1.636670463963985,3.5387599188757335,NaN
1965-06-30,0.9607909934291614,-42.46964685544937,0.1575439259184963,0.43242828680032375,1.02,0.7841900581041061,2.2217790221888856,NaN
1965-09-30,1.6444323535487193,-42.43807674504376,0.8010668276305921,0.36853714868851917,1.02,1.339740247590937,2.106365551886158,NaN
1965-12-31,2.0188249072171427,-42.17206457396547,0.5198971918311535,0.6361850482764719,1.0425,2.0768070668552907,2.3742586066940685,NaN
1966-03-31,2.04486402185724,-41.807708363930914,1.623158628898863,0.6496664788567585,1.14,1.2082115573035512,2.1639519264617935,NaN
1966-06-30,-0.044421124611959684,-41.86200431997149,0.27642145996056855,0.8409085998519306,1.2275,-0.1411158858304784,-0.794906613578017,NaN
1966-09-30,0.28683953262100825,-42.08383236132491,0.6041279876167427,1.048802207504318,1.3525,0.46398544518544416,-1.5138357883131892,NaN
