"date","obs_gdp","obs_hours","obs_laborshare","obs_corepce","obs_nominalrate","obs_spread","obs_nominalrate1","obs_nominalrate2","obs_nominalrate3","obs_nominalrate4","obs_nominalrate5","obs_nominalrate6"
"1968-06-30",4.731193044310977,548.6055796191217,-55.77372305566299,4.595672046689181,5.98,1.2799999999999994,NaN,NaN,NaN,NaN,NaN,NaN
"1968-09-30",1.0520403731374195,549.054255793523,-54.80974775439959,4.454528470867558,5.95,1.4000000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"1968-12-31",-0.03330306824818052,549.1057743218719,-54.32475966676,4.651729371958524,5.92,1.2600000000000007,NaN,NaN,NaN,NaN,NaN,NaN
"1969-03-31",4.5548613128548965,549.657940334662,-54.72819233237984,4.406987261339346,6.57,1.2000000000000002,NaN,NaN,NaN,NaN,NaN,NaN
"1969-06-30",-0.931681432620568,550.0346572754404,-53.827961811711155,4.806004742739489,8.33,1.2400000000000002,NaN,NaN,NaN,NaN,NaN,NaN
"1969-09-30",0.49356595129941283,550.1916614458385,-52.97052605074598,4.596082430433235,8.98,1.0599999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"1969-12-31",-3.6886934306744834,549.8703278820485,-51.83200380591413,4.695008514259236,8.94,1.0699999999999994,NaN,NaN,NaN,NaN,NaN,NaN
"1970-03-31",-2.5481660538983597,548.8494406861379,-51.35494821686797,4.34169746421933,8.56,1.3899999999999997,NaN,NaN,NaN,NaN,NaN,NaN
"1970-06-30",-1.5203220058447542,547.6748415560455,-51.99986618486776,4.492202457650407,7.88,1.2700000000000005,NaN,NaN,NaN,NaN,NaN,NaN
"1970-09-30",1.4223728199172392,546.5134585787933,-52.375993582151835,4.426070515164504,6.71,1.9500000000000002,NaN,NaN,NaN,NaN,NaN,NaN
"1970-12-31",-6.341069693696522,545.3095374537637,-52.312347214053844,5.58073568548707,5.57,2.4299999999999997,NaN,NaN,NaN,NaN,NaN,NaN
"1971-03-31",8.74126242012565,545.0176254980443,-53.737163605136274,5.04552777356686,3.86,2.51,NaN,NaN,NaN,NaN,NaN,NaN
"1971-06-30",-0.04896813166412883,544.902651206537,-53.73634307091207,4.529418531701879,4.57,2.3599999999999994,NaN,NaN,NaN,NaN,NaN,NaN
"1971-09-30",1.0132924208111405,544.6350656337817,-53.95610153591983,3.751219196172073,5.48,2.219999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1971-12-31",-1.1023515672662576,544.6757705095027,-53.20971076608152,2.2863384380464424,4.75,2.5200000000000005,NaN,NaN,NaN,NaN,NaN,NaN
"1972-03-31",4.50545447142785,545.8181390898166,-52.914208597547194,3.832621686736992,3.55,2.2,NaN,NaN,NaN,NaN,NaN,NaN
"1972-06-30",7.225587272717693,546.2344741085991,-53.77850006544014,2.7066171848249,4.3,2.080000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1972-09-30",1.7841618092916178,546.3229664313471,-53.77051826662091,3.019451967480613,4.74,1.88,NaN,NaN,NaN,NaN,NaN,NaN
"1972-12-31",4.896775425328315,546.7722466468515,-53.44986257592438,2.503897075406414,5.15,1.62,NaN,NaN,NaN,NaN,NaN,NaN
"1973-03-31",7.397195283516478,547.5681168315707,-53.52904391697645,2.7852880129529467,6.54,1.37,NaN,NaN,NaN,NaN,NaN,NaN
"1973-06-30",1.956170651538791,547.9197403587893,-53.804908237664726,5.46913751496394,7.82,1.2800000000000002,NaN,NaN,NaN,NaN,NaN,NaN
"1973-09-30",-4.175636907630409,547.9245509011099,-52.83801148824332,5.279788670767616,10.56,1.2600000000000007,NaN,NaN,NaN,NaN,NaN,NaN
"1973-12-31",2.6946847379766936,547.8118092303473,-53.03140107355679,5.538903254812766,10.0,1.6899999999999995,NaN,NaN,NaN,NaN,NaN,NaN
"1974-03-31",-6.2312950332313655,547.4158218305325,-51.91561127607609,6.8244886685276285,9.33,1.4899999999999993,NaN,NaN,NaN,NaN,NaN,NaN
"1974-06-30",-0.5162910257678455,546.683638137982,-52.152380962404955,9.825103907244603,11.25,1.5200000000000005,NaN,NaN,NaN,NaN,NaN,NaN
"1974-09-30",-6.652188615869825,546.393083249393,-51.64789745117665,11.280881062245918,12.1,1.8500000000000005,NaN,NaN,NaN,NaN,NaN,NaN
"1974-12-31",-4.037976288297962,544.8565770002649,-52.80170316318055,9.67635599417207,9.34,2.9000000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"1975-03-31",-6.906279228249357,542.0162857210036,-53.461861564899706,7.759251585596161,6.31,3.1100000000000003,NaN,NaN,NaN,NaN,NaN,NaN
"1975-06-30",1.1624749761990572,540.7876182563601,-54.386816110773694,6.085783879744255,5.42,2.58,NaN,NaN,NaN,NaN,NaN,NaN
"1975-09-30",4.645753174012324,541.0636190680597,-55.148304381738924,5.982233537632098,6.16,2.2799999999999994,NaN,NaN,NaN,NaN,NaN,NaN
"1975-12-31",3.216281223020623,541.748972269774,-55.124899692750205,6.465380907536833,5.41,2.5199999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"1976-03-31",6.879575071466082,542.8733321950797,-54.98996125407535,6.0276599451585255,4.83,2.51,NaN,NaN,NaN,NaN,NaN,NaN
"1976-06-30",1.0904571878328717,542.6930642814796,-54.504831687282326,4.75757147282998,5.2,2.130000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1976-09-30",0.10993547041646679,542.3749091884202,-54.010875705518124,6.217863353255915,5.28,1.8899999999999988,NaN,NaN,NaN,NaN,NaN,NaN
"1976-12-31",1.355940351178031,542.6569125229189,-54.00811201035227,6.191466130732692,4.87,2.0200000000000005,NaN,NaN,NaN,NaN,NaN,NaN
"1977-03-31",2.7426980578731275,542.7967434353513,-54.235524307120755,6.604768175406406,4.66,1.7599999999999998,NaN,NaN,NaN,NaN,NaN,NaN
"1977-06-30",5.327639234808412,543.9630662078076,-54.35378735178802,6.075726259977188,5.16,1.63,NaN,NaN,NaN,NaN,NaN,NaN
"1977-09-30",4.609815566617925,544.5972506657464,-54.5879489800259,6.629742648385495,5.82,1.4699999999999998,NaN,NaN,NaN,NaN,NaN,NaN
"1977-12-31",0.05425253052253609,545.1747397058839,-53.70492384540939,5.822582243193253,6.51,1.3399999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1978-03-31",-1.1608450070843546,545.0772953131451,-52.62684977554146,6.322216191379582,6.76,1.1899999999999995,NaN,NaN,NaN,NaN,NaN,NaN
"1978-06-30",13.304815609542864,547.1102386747798,-54.58086149079724,6.8805120892616145,7.28,1.1500000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"1978-09-30",1.8788518243614938,547.70504881699,-54.444369859628836,6.825593175195976,8.09,1.0099999999999998,NaN,NaN,NaN,NaN,NaN,NaN
"1978-12-31",3.8066412549219386,548.150691419853,-54.6141168493038,7.113598694758316,9.58,0.9699999999999989,NaN,NaN,NaN,NaN,NaN,NaN
"1979-03-31",-1.2172495825947927,548.3208766845701,-53.44311942798631,5.404745122779175,10.07,1.0500000000000007,NaN,NaN,NaN,NaN,NaN,NaN
"1979-06-30",-1.1759394945187296,548.2335797650034,-53.80017906990482,8.667504751459987,10.18,1.2800000000000011,NaN,NaN,NaN,NaN,NaN,NaN
"1979-09-30",1.6096180081211386,548.5830858045331,-53.91888491146683,7.2935726094549125,10.94,1.290000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1979-12-31",-0.3776069400887039,548.3635902844546,-53.45692245258478,8.238569023887443,13.58,1.370000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1980-03-31",-0.6423582851176945,547.9338557506503,-53.275966448115675,9.616335779261398,15.07,1.4900000000000002,NaN,NaN,NaN,NaN,NaN,NaN
"1980-06-30",-9.816228160008666,546.4918096738851,-52.03404434073292,8.837946324842072,12.67,2.879999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1980-09-30",-2.2453911504910273,545.4963064090656,-52.142543064654426,8.777795530370902,9.82,2.2200000000000006,NaN,NaN,NaN,NaN,NaN,NaN
"1980-12-31",5.66064265618218,546.1404996944677,-52.96853965433355,9.612842335603844,15.85,2.25,NaN,NaN,NaN,NaN,NaN,NaN
"1981-03-31",6.423468986645897,546.1401453811291,-54.524261722964,8.779340142747571,16.6,2.289999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1981-06-30",-4.215271569115764,545.8807395267746,-53.748306348401385,7.4472212430727325,17.79,2.0199999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"1981-09-30",3.1761037331215825,545.4834195496009,-54.61717836664849,7.2548723611106425,17.59,1.6300000000000008,NaN,NaN,NaN,NaN,NaN,NaN
"1981-12-31",-6.056150977720787,544.7889120248816,-53.66783815241902,6.999352465321174,13.59,2.59,NaN,NaN,NaN,NaN,NaN,NaN
"1982-03-31",-8.159528653774117,542.9538374128508,-52.08921345600378,5.74455656482602,14.21,2.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN
"1982-06-30",0.7388955388503149,543.0056561039142,-52.817207649611355,5.333206227428633,14.51,2.8500000000000014,NaN,NaN,NaN,NaN,NaN,NaN
"1982-09-30",-2.687576015055626,541.964480688869,-52.820022139185554,6.3376109145982795,11.01,3.130000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1982-12-31",-0.8544230769039984,541.0048806706485,-53.25440472925641,5.56857023368007,9.28,3.7200000000000006,NaN,NaN,NaN,NaN,NaN,NaN
"1983-03-31",3.5328647686093007,541.220575427857,-53.87683609580629,5.403887059058476,8.66,3.2699999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"1983-06-30",7.66168200502344,541.7473017870972,-54.92808305951693,3.0909111538015566,8.8,2.710000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1983-09-30",6.597736061378434,543.0716190413583,-55.83342365258343,6.046403629908426,9.46,1.8999999999999986,NaN,NaN,NaN,NaN,NaN,NaN
"1983-12-31",7.027846144630079,544.2117654231074,-56.008361785727125,3.199644844668015,9.43,1.92,NaN,NaN,NaN,NaN,NaN,NaN
"1984-03-31",6.611086079845041,545.496689414873,-55.945821249585514,4.000955555273222,9.69,1.8000000000000007,NaN,NaN,NaN,NaN,NaN,NaN
"1984-06-30",5.4820418209421184,546.41178561334,-56.251916153920256,4.65264322238248,10.55,1.5,NaN,NaN,NaN,NaN,NaN,NaN
"1984-09-30",2.6439062634137755,546.8773589533012,-56.01000601058412,3.75680900515718,11.39,1.8400000000000016,NaN,NaN,NaN,NaN,NaN,NaN
"1984-12-31",2.2795876469306364,547.363594429381,-55.781399122430784,2.864976694053567,9.26,1.8699999999999992,NaN,NaN,NaN,NaN,NaN,NaN
"1985-03-31",2.4561709192010284,547.5538288917734,-55.91847626044941,4.849619038689568,8.48,1.8100000000000005,NaN,NaN,NaN,NaN,NaN,NaN
"1985-06-30",2.4320021410766834,548.0908990679534,-55.83234270433136,3.1334574069092014,7.92,2.209999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1985-09-30",4.785729468145972,548.2817118756001,-56.18433334147427,3.3559885042766524,7.9,2.130000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1985-12-31",2.035554268891593,548.5165062885595,-55.6269689313881,3.3214506214218176,8.1,2.2200000000000006,NaN,NaN,NaN,NaN,NaN,NaN
"1986-03-31",2.678698031645288,548.1726416271757,-55.731376638298414,4.355592743566206,7.83,2.459999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1986-06-30",0.567094409679969,547.9029574098547,-55.734061539871306,3.5440548461963317,6.92,2.67,NaN,NaN,NaN,NaN,NaN,NaN
"1986-09-30",2.453091629201909,547.9327403182529,-55.85476257402632,3.7314666988446987,6.21,2.87,NaN,NaN,NaN,NaN,NaN,NaN
"1986-12-31",0.5821012039008533,548.3108598822837,-55.11665614924025,3.8306567092973864,6.27,2.83,NaN,NaN,NaN,NaN,NaN,NaN
"1987-03-31",1.6529388221116825,549.1620730029074,-54.8450017504276,3.71235302730355,6.22,2.4699999999999998,NaN,NaN,NaN,NaN,NaN,NaN
"1987-06-30",3.1344180183695336,549.7166292240079,-54.91832732172429,3.4657256520567614,6.65,2.0199999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"1987-09-30",2.3146870841158407,550.1332135594536,-54.861035161403095,3.9686197562623704,6.84,2.0299999999999994,NaN,NaN,NaN,NaN,NaN,NaN
"1987-12-31",5.855581040189417,550.7243013336057,-54.932710732370204,4.039940733917646,6.92,2.2600000000000016,NaN,NaN,NaN,NaN,NaN,NaN
"1988-03-31",1.0050648060432543,550.7728684025352,-54.510631655221864,4.151179049632603,6.67,2.33,NaN,NaN,NaN,NaN,NaN,NaN
"1988-06-30",3.8995259583655795,551.4588386681642,-54.54410357824106,4.774232724282967,7.15,2.0700000000000003,NaN,NaN,NaN,NaN,NaN,NaN
"1988-09-30",0.7177805215300648,551.8141774783032,-54.53388635320224,4.599463835215545,7.98,1.9700000000000006,NaN,NaN,NaN,NaN,NaN,NaN
"1988-12-31",4.00649717175714,552.5526327288393,-54.84707363238671,4.230786009507526,8.47,1.549999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1989-03-31",2.979810902172053,553.3267797928077,-55.457747829656626,4.598120201423228,9.45,1.4299999999999997,NaN,NaN,NaN,NaN,NaN,NaN
"1989-06-30",1.831386609195862,553.5999197557022,-56.23608606959416,3.50183601096532,9.73,1.5999999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"1989-09-30",1.9688905685793845,553.5038615978099,-56.508899743726836,2.7533219278456755,9.08,1.7800000000000011,NaN,NaN,NaN,NaN,NaN,NaN
"1989-12-31",-0.09450199745395516,553.6493980105715,-55.8031505118427,3.673892117025801,8.61,1.9000000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"1990-03-31",3.037481846815071,553.4979679706563,-56.046581887690316,4.893147637046269,8.25,1.6799999999999997,NaN,NaN,NaN,NaN,NaN,NaN
"1990-06-30",0.5044828958871594,553.3932578891798,-55.82281975948378,5.242030077296178,8.24,1.6300000000000008,NaN,NaN,NaN,NaN,NaN,NaN
"1990-09-30",-1.1209560764707582,553.010728476926,-55.50497743622091,4.057441613307944,8.16,1.7200000000000006,NaN,NaN,NaN,NaN,NaN,NaN
"1990-12-31",-4.664397458549363,552.0659352036885,-55.08152491745317,3.378893981603426,7.74,2.1999999999999993,NaN,NaN,NaN,NaN,NaN,NaN
"1991-03-31",-2.9809425796523126,551.203893033598,-55.22368685732898,4.063407408015607,6.43,2.1799999999999997,NaN,NaN,NaN,NaN,NaN,NaN
"1991-06-30",1.6904118440795646,550.3379082869839,-55.594089816900784,3.3381074377263786,5.86,1.7899999999999991,NaN,NaN,NaN,NaN,NaN,NaN
"1991-09-30",0.7292881202266788,550.1803243922263,-55.74511371074586,3.9629919545308923,5.65,1.7399999999999993,NaN,NaN,NaN,NaN,NaN,NaN
"1991-12-31",0.5875002497198967,550.2032069954719,-55.61257833280102,3.450034803057278,4.82,2.0500000000000007,NaN,NaN,NaN,NaN,NaN,NaN
"1992-03-31",3.1192074650444823,549.8256061811439,-55.29786800239916,3.7769901505996017,4.02,1.8999999999999995,NaN,NaN,NaN,NaN,NaN,NaN
"1992-06-30",3.3076419358172515,550.0115098237352,-55.5332023010779,2.9428163963839182,3.77,1.7500000000000009,NaN,NaN,NaN,NaN,NaN,NaN
"1992-09-30",3.1748916111781433,549.5657282489228,-55.81535650182599,2.44780353659948,3.26,2.079999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1992-12-31",3.182108465100164,550.0614399054808,-56.37282735259133,2.5240521777103453,3.03,2.129999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1993-03-31",-0.33055358287921166,550.4824395245352,-56.16271301324027,2.2062545283063173,3.04,2.12,NaN,NaN,NaN,NaN,NaN,NaN
"1993-06-30",1.58692836387071,551.2272593850469,-56.14936730899473,2.534496970830702,3.0,2.1500000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"1993-09-30",1.0721245367013577,551.3875702495908,-56.01616660087927,1.8368576147942406,3.06,2.0,NaN,NaN,NaN,NaN,NaN,NaN
"1993-12-31",4.372004961897691,551.9491379569492,-56.84900593618556,1.8929008204583653,2.99,1.9399999999999995,NaN,NaN,NaN,NaN,NaN,NaN
"1994-03-31",2.776781746037882,552.5003973069948,-56.60306340149229,1.9826374758473264,3.21,1.7799999999999994,NaN,NaN,NaN,NaN,NaN,NaN
"1994-06-30",4.409771396417428,553.5901468780565,-57.12887805441349,2.561353826848034,3.94,1.5199999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"1994-09-30",1.6926818644570574,554.2147887091105,-57.41776779597584,2.6911132709116714,4.49,1.5099999999999998,NaN,NaN,NaN,NaN,NaN,NaN
"1994-12-31",3.3604285108794762,554.548146973799,-57.65697682233297,2.058581746333843,5.17,1.370000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1995-03-31",-0.13440150707162424,554.9486027811492,-56.932034662020484,2.3273846442368296,5.8,1.4000000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"1995-06-30",-0.18853655739019537,554.8108569095798,-56.7261379856841,2.371358711781113,6.02,1.6100000000000003,NaN,NaN,NaN,NaN,NaN,NaN
"1995-09-30",2.4934694755140097,555.2243060948725,-56.956786317119246,1.9622743920209018,5.8,1.7300000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"1995-12-31",1.6917333748176944,555.1515748761202,-57.187155849637286,1.9716526346950758,5.72,1.75,NaN,NaN,NaN,NaN,NaN,NaN
"1996-03-31",1.8044466008835247,554.7431331302141,-57.55940102296806,1.7072317138520532,5.37,1.7999999999999998,NaN,NaN,NaN,NaN,NaN,NaN
"1996-06-30",5.816639967706383,555.7651619650676,-58.066592381618996,1.8174358851396732,5.24,1.580000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1996-09-30",1.6272257872442797,556.3511399608273,-57.90296504896059,1.9681850436185755,5.31,1.509999999999999,NaN,NaN,NaN,NaN,NaN,NaN
"1996-12-31",3.580733838382466,556.9219469933236,-58.219841945216814,2.32587248965892,5.28,1.58,NaN,NaN,NaN,NaN,NaN,NaN
"1997-03-31",2.444674271580727,557.0302774323624,-58.0261894862025,1.9148442509308694,5.28,1.5100000000000007,NaN,NaN,NaN,NaN,NaN,NaN
"1997-06-30",3.8413899824055964,557.3948737640683,-58.35163639651122,2.1588261918665808,5.52,1.4899999999999993,NaN,NaN,NaN,NaN,NaN,NaN
"1997-09-30",4.0460570892488334,557.8252452916562,-58.28688730457543,1.0154097241692028,5.53,1.5199999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"1997-12-31",1.7673564216262427,558.3449022116893,-57.322538578167716,1.484010816942316,5.51,1.5300000000000002,NaN,NaN,NaN,NaN,NaN,NaN
"1998-03-31",2.5674341644478904,558.6689313969142,-56.29233470860802,1.355523509887746,5.52,1.6600000000000001,NaN,NaN,NaN,NaN,NaN,NaN
"1998-06-30",2.245513794567433,558.8158439187205,-55.73306763313812,1.4689930838176934,5.5,1.6500000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"1998-09-30",3.9548688758044737,558.7776063148626,-55.766791685010176,1.5359801389962513,5.53,1.9299999999999997,NaN,NaN,NaN,NaN,NaN,NaN
"1998-12-31",5.660153375450028,559.4129727405079,-56.184202489412286,1.4850524581817126,4.86,2.58,NaN,NaN,NaN,NaN,NaN,NaN
"1999-03-31",2.2578948551195577,559.3597185841039,-55.605873500817225,1.5423981338212656,4.73,2.42,NaN,NaN,NaN,NaN,NaN,NaN
"1999-06-30",1.4378975229722535,559.7222474285362,-55.75940774849744,1.3889058410718746,4.75,2.2,NaN,NaN,NaN,NaN,NaN,NaN
"1999-09-30",3.7137175702795844,559.8229534688116,-56.0051816677688,1.3439837613603345,5.1,2.2199999999999998,NaN,NaN,NaN,NaN,NaN,NaN
"1999-12-31",5.446166242552941,560.0639639396188,-55.79258649316991,1.6103940965255248,5.3,2.1000000000000005,NaN,NaN,NaN,NaN,NaN,NaN
"2000-03-31",-0.26903547549683715,560.3814566324005,-53.40255390810389,2.443215191142656,5.68,1.8499999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"2000-06-30",6.269219610698418,560.4018112383877,-55.15222658370118,1.2292315417422373,6.27,2.41,NaN,NaN,NaN,NaN,NaN,NaN
"2000-09-30",-1.0670884940778613,560.1353671771593,-53.8610108850949,1.6287400334615398,6.52,2.4300000000000006,NaN,NaN,NaN,NaN,NaN,NaN
"2000-12-31",0.9877848205965378,559.6580722699208,-54.288793559557334,1.923101640233682,6.47,2.6400000000000006,NaN,NaN,NaN,NaN,NaN,NaN
"2001-03-31",-2.7998020638860144,559.1974775853326,-52.82179993049421,2.4169520486235996,5.6,2.83,NaN,NaN,NaN,NaN,NaN,NaN
"2001-06-30",1.1173465462653187,558.2050893852645,-54.38662554488651,1.5399108482828439,4.33,2.7699999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"2001-09-30",-2.545468905951509,557.4635035651671,-54.660545997648526,0.8969870612407504,3.5,2.9699999999999998,NaN,NaN,NaN,NaN,NaN,NaN
"2001-12-31",0.09566674440675271,556.2596579388,-55.11800382213752,2.019468486999898,2.13,3.1500000000000004,NaN,NaN,NaN,NaN,NaN,NaN
"2002-03-31",1.9758563963383047,555.4696718963894,-55.31123637825425,1.3691463698485506,1.73,2.88,NaN,NaN,NaN,NaN,NaN,NaN
"2002-06-30",0.7754988321340139,555.4846828157661,-55.25313671108834,2.355064801178486,1.75,2.92,NaN,NaN,NaN,NaN,NaN,NaN
"2002-09-30",0.63221673733449,554.9783450720668,-55.740363513220636,2.062569753172383,1.74,3.37,NaN,NaN,NaN,NaN,NaN,NaN
"2002-12-31",-1.2238662567802372,554.6314899649068,-55.60163148143984,1.395823438561905,1.44,3.59,NaN,NaN,NaN,NaN,NaN,NaN
"2003-03-31",0.309347211147859,553.6235729784788,-55.40971238689168,0.9544486756126958,1.25,3.2,NaN,NaN,NaN,NaN,NaN,NaN
"2003-06-30",2.0607749755200633,553.0880287760607,-55.10772966935219,1.5257435007374198,1.25,2.8499999999999996,NaN,NaN,NaN,NaN,NaN,NaN
"2003-09-30",5.244596867907925,552.6739686346457,-56.05313476240876,1.7157822720733407,1.02,2.579999999999999,NaN,NaN,NaN,NaN,NaN,NaN
